ra,dec,z
15.4029934534396,13.5399423449257,0.04054264
16.0639380469619,13.5645750909907,0.04050678
11.8422690542408,14.1647370074351,0.04064278
13.0499978536601,14.1730720009474,0.0399189
13.2332217448968,14.1698877647234,0.03972162
15.8255511494904,14.0376858725927,0.04092846
16.1423473229944,14.0668749555069,0.03969164
11.2033941548504,14.5763232848134,0.0409163
12.2908735477837,14.6440691530734,0.03952534
12.9275731610566,14.5822940317742,0.04039943
13.3395513441723,14.5247273749951,0.04003549
16.1255328342097,14.5039166152749,0.04092271
16.0792818000332,14.5034166945377,0.03963418
16.2235742502662,14.4016665122655,0.04077952
16.3004465716069,14.3132773838052,0.03967537
16.3003559581593,14.3149407915939,0.03978392
14.936329973226,14.9562321187999,0.03952873
15.2050675592012,14.9626342581896,0.04064856
15.2221959272936,14.9221216616136,0.04004759
15.8634290146206,14.760613654416,0.0402041
16.1935374638152,14.7467484465646,0.03949982
16.4253307129125,14.7344726508019,0.04043997
20.8200884355621,14.658967908381,0.03962898
10.2848208702696,15.3856163297049,0.04043454
15.8909736944807,15.1886612515751,0.03978107
16.2421067912186,15.2094481430148,0.04038312
33.4239962079499,13.7138539081514,0.03960512
15.6183820102202,15.7491572597236,0.04027951
15.7564583878867,15.6951012425686,0.04039888
22.468816422447,15.3526351841818,0.03977484
60.094920092723,-6.62438711234818,0.04081289
52.2908166874111,-7.25761945222894,0.03958365
50.7016860907608,-6.6946319107553,0.04080328
50.707674207886,-6.67122123327156,0.03989178
50.8523903816248,-6.68758961085845,0.04100237
50.5022534485088,-6.39267137694099,0.04095782
50.5729146375945,-6.24493652037686,0.04028217
62.3605074456059,-4.65691229442607,0.03957314
186.858535022548,-2.92827626045529,0.09341882
57.025336578067,0.20884499634774,0.0254747
49.7298010819877,1.04613752083197,0.02389494
57.1285931926184,0.892460212209378,0.02502873
242.898778778802,-0.0154619143792163,0.02424059
242.944102247667,-0.0344513266576725,0.02408826
243.098244899398,-0.0161122370694583,0.02425634
248.685871081048,0.402134430433048,0.02563905
249.820693919846,0.410282709493804,0.02432818
242.032774690535,1.08536356748174,0.0244775
245.663603112504,1.24761754062745,0.02452652
245.691205489464,1.24375842226671,0.02442459
197.421173999056,-1.04825957679716,0.02443011
197.417302394968,-1.05154401492896,0.02393271
209.876562796266,-1.05617175225496,0.02436149
210.488127927605,-1.18578285926995,0.02544127
210.517249711228,-1.20783684975941,0.02454983
210.842370716841,-1.20765453162735,0.02536955
212.484821898374,-1.24003465846464,0.02467782
212.488001810302,-1.23981431790099,0.02455296
212.91961159459,-1.05213958540601,0.0241675
242.725326538822,-1.20277560272384,0.02436887
183.547159737548,-0.831569372491732,0.02484193
186.09893081889,-0.693032463593933,0.02526626
188.248526181483,-0.699528448336187,0.02403254
196.940397685759,-0.789318905849546,0.09148846
212.611816111349,-0.832343595806539,0.02539507
213.065007185083,-0.633022516131068,0.02559116
236.591912532241,-0.826590842487248,0.02399611
238.87849426077,-0.827177451232144,0.02414819
245.988369672384,-0.641106606793786,0.09143206
189.52637932083,-0.403818857454641,0.02541314
205.92551853433,-0.33743744722033,0.02538639
